AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
MDW,Chicago Midway International Airport,80,0,24,0,0,0,0,9,4,6,1,2024-07-01,0,0800 - 0900,2024-08-05 10:23:34,20,11,47,20,A398,Main Terminal,110,8,63,20
MDW,Chicago Midway International Airport,97,0,56,0,0,0,0,12,4,8,1,2024-07-01,1,0900 - 1000,2024-08-05 10:23:34,30,15,83,30,A398,Main Terminal,161,9,78,29
MDW,Chicago Midway International Airport,49,0,0,0,0,0,0,2,2,1,1,2024-07-01,3,1000 - 1100,2024-08-05 10:23:34,10,3,41,10,A398,Main Terminal,50,0,9,0
MDW,Chicago Midway International Airport,78,0,49,0,0,0,0,13,5,6,1,2024-07-01,0,1100 - 1200,2024-08-05 10:23:34,28,15,85,28,A398,Main Terminal,133,9,48,23
MDW,Chicago Midway International Airport,0,0,56,69,0,0,0,32,5,0,1,2024-07-01,1,1200 - 1300,2024-08-05 10:23:34,44,34,68,44,A398,Main Terminal,125,29,57,38
MDW,Chicago Midway International Airport,65,0,61,0,0,0,0,14,5,7,1,2024-07-01,0,1500 - 1600,2024-08-05 10:23:34,29,19,48,29,A398,Main Terminal,133,11,85,28
MDW,Chicago Midway International Airport,50,0,0,0,0,0,0,4,3,3,1,2024-07-01,5,1600 - 1700,2024-08-05 10:23:34,9,4,30,9,A398,Main Terminal,53,3,23,9
MDW,Chicago Midway International Airport,166,0,0,0,0,0,0,6,5,6,1,2024-07-01,11,1800 - 1900,2024-08-05 10:23:34,15,4,11,11,A398,Main Terminal,172,6,161,15
MDW,Chicago Midway International Airport,290,0,32,0,0,0,0,6,5,8,2,2024-07-01,10,1900 - 2000,2024-08-05 10:23:34,21,12,65,21,A398,Main Terminal,330,4,265,21
MDW,Chicago Midway International Airport,172,0,0,0,0,0,0,2,5,5,1,2024-07-01,8,2000 - 2100,2024-08-05 10:23:34,9,1,6,8,A398,Main Terminal,177,2,171,9
MDW,Chicago Midway International Airport,135,0,71,0,0,0,0,11,5,4,2,2024-07-01,9,2100 - 2200,2024-08-05 10:23:34,26,13,65,26,A398,Main Terminal,210,10,145,26
MDW,Chicago Midway International Airport,91,0,57,5,0,0,0,12,4,5,1,2024-07-02,2,0900 - 1000,2024-08-05 10:23:34,32,14,91,32,A398,Main Terminal,158,9,67,31
MDW,Chicago Midway International Airport,10,0,30,0,0,0,0,19,4,2,1,2024-07-02,2,1000 - 1100,2024-08-05 10:23:34,26,21,34,26,A398,Main Terminal,42,11,8,25
MDW,Chicago Midway International Airport,32,0,0,0,0,0,0,3,4,2,1,2024-07-02,5,1600 - 1700,2024-08-05 10:23:34,7,3,22,7,A398,Main Terminal,34,2,12,6
MDW,Chicago Midway International Airport,170,0,0,0,0,0,0,3,5,4,1,2024-07-02,18,1800 - 1900,2024-08-05 10:23:34,10,1,4,4,A398,Main Terminal,174,3,170,10
MDW,Chicago Midway International Airport,308,0,109,28,0,0,0,11,4,14,3,2024-07-02,8,1900 - 2000,2024-08-05 10:23:34,37,18,138,37,A398,Main Terminal,459,8,321,37
MDW,Chicago Midway International Airport,174,0,0,0,0,0,0,4,4,0,1,2024-07-02,13,2000 - 2100,2024-08-05 10:23:34,11,10,2,11,A398,Main Terminal,174,4,172,11
MDW,Chicago Midway International Airport,77,0,62,0,0,0,0,14,3,4,1,2024-07-02,1,2100 - 2200,2024-08-05 10:23:34,26,14,55,25,A398,Main Terminal,143,14,88,26
MDW,Chicago Midway International Airport,21,0,0,0,0,0,0,2,3,1,1,2024-07-02,2,2200 - 2300,2024-08-05 10:23:34,4,2,8,4,A398,Main Terminal,22,1,14,4
MDW,Chicago Midway International Airport,78,0,44,0,0,0,0,12,4,5,1,2024-07-03,0,0800 - 0900,2024-08-05 10:23:43,28,15,81,28,A398,Main Terminal,127,8,46,22
MDW,Chicago Midway International Airport,52,0,35,63,0,0,0,23,4,5,1,2024-07-03,0,0900 - 1000,2024-08-05 10:23:43,42,25,118,42,A398,Main Terminal,155,18,37,35
MDW,Chicago Midway International Airport,5,0,29,0,0,0,0,18,3,1,1,2024-07-03,3,1000 - 1100,2024-08-05 10:23:43,25,19,32,25,A398,Main Terminal,35,0,3,0
MDW,Chicago Midway International Airport,80,0,51,0,0,0,0,12,4,3,1,2024-07-03,2,1100 - 1200,2024-08-05 10:23:43,24,13,51,24,A398,Main Terminal,134,12,83,24
MDW,Chicago Midway International Airport,94,0,58,12,0,0,0,14,4,6,2,2024-07-03,6,1600 - 1700,2024-08-05 10:23:43,34,18,79,34,A398,Main Terminal,170,10,91,33
MDW,Chicago Midway International Airport,244,0,65,0,0,0,0,10,4,18,2,2024-07-03,13,1900 - 2000,2024-08-05 10:23:43,29,15,73,29,A398,Main Terminal,327,9,254,29
MDW,Chicago Midway International Airport,147,0,21,0,0,0,0,9,4,5,1,2024-07-03,9,2000 - 2100,2024-08-05 10:23:43,17,9,4,17,A398,Main Terminal,173,9,169,17
MDW,Chicago Midway International Airport,97,0,40,37,0,0,0,16,3,9,2,2024-07-03,10,2100 - 2200,2024-08-05 10:23:43,36,23,85,36,A398,Main Terminal,183,10,98,36
MDW,Chicago Midway International Airport,164,0,71,33,0,0,0,13,3,7,2,2024-07-04,1,0900 - 1000,2024-08-05 10:23:43,41,18,170,41,A398,Main Terminal,275,6,105,29
MDW,Chicago Midway International Airport,68,0,113,13,0,0,0,18,4,5,2,2024-07-04,8,1000 - 1100,2024-08-05 10:23:43,34,21,125,34,A398,Main Terminal,199,12,74,34
