AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
MDW,Chicago Midway International Airport,130,0,0,0,0,0,0,5,4,4,2,2024-06-03,11,2100 - 2200,2024-08-05 10:22:59,15,6,58,15,A398,Main Terminal,134,4,76,13
MDW,Chicago Midway International Airport,41,0,52,9,0,0,0,18,4,4,1,2024-06-04,3,0900 - 1000,2024-08-05 10:22:59,33,20,66,33,A398,Main Terminal,106,14,40,26
MDW,Chicago Midway International Airport,74,0,0,0,0,0,0,4,4,2,1,2024-06-04,18,1000 - 1100,2024-08-05 10:22:59,12,4,71,12,A398,Main Terminal,76,1,5,5
MDW,Chicago Midway International Airport,43,0,0,0,0,0,0,4,5,1,1,2024-06-04,11,1600 - 1700,2024-08-05 10:22:59,11,4,37,11,A398,Main Terminal,44,3,7,11
MDW,Chicago Midway International Airport,98,0,60,0,0,0,0,11,4,3,1,2024-06-04,10,1800 - 1900,2024-08-05 10:22:59,27,14,13,25,A398,Main Terminal,161,11,148,27
MDW,Chicago Midway International Airport,179,0,96,29,30,22,0,21,4,16,3,2024-06-04,3,1900 - 2000,2024-08-05 10:22:59,67,35,116,67,A398,Main Terminal,372,15,256,67
MDW,Chicago Midway International Airport,100,0,45,0,0,0,0,12,4,8,1,2024-06-04,7,2000 - 2100,2024-08-05 10:22:59,23,8,7,13,A398,Main Terminal,153,12,146,23
MDW,Chicago Midway International Airport,78,0,14,0,0,0,0,8,3,4,1,2024-06-04,1,2100 - 2200,2024-08-05 10:22:59,21,12,42,21,A398,Main Terminal,96,5,54,15
MDW,Chicago Midway International Airport,67,0,69,25,0,0,0,18,3,7,2,2024-06-05,0,0900 - 1000,2024-08-05 10:23:08,39,21,120,39,A398,Main Terminal,168,10,48,31
MDW,Chicago Midway International Airport,19,0,21,0,0,0,0,13,3,2,1,2024-06-05,9,1000 - 1100,2024-08-05 10:23:08,22,14,37,22,A398,Main Terminal,42,6,5,9
MDW,Chicago Midway International Airport,24,0,23,0,0,0,0,15,4,1,1,2024-06-05,0,1100 - 1200,2024-08-05 10:23:08,26,18,31,26,A398,Main Terminal,48,10,17,16
MDW,Chicago Midway International Airport,112,0,30,0,0,0,0,8,5,1,2,2024-06-05,11,1600 - 1700,2024-08-05 10:23:08,21,9,79,21,A398,Main Terminal,143,6,64,21
MDW,Chicago Midway International Airport,141,0,0,0,0,0,0,2,5,3,1,2024-06-05,7,1800 - 1900,2024-08-05 10:23:08,8,3,11,6,A398,Main Terminal,144,2,133,8
MDW,Chicago Midway International Airport,215,0,10,0,0,0,0,3,4,7,2,2024-06-05,5,1900 - 2000,2024-08-05 10:23:08,19,6,64,19,A398,Main Terminal,232,2,168,19
MDW,Chicago Midway International Airport,139,0,0,0,0,0,0,2,4,5,1,2024-06-05,9,2000 - 2100,2024-08-05 10:23:08,9,2,3,4,A398,Main Terminal,144,2,141,9
MDW,Chicago Midway International Airport,62,0,0,0,0,0,0,3,4,2,1,2024-06-05,0,2100 - 2200,2024-08-05 10:23:08,12,5,29,12,A398,Main Terminal,64,1,35,6
MDW,Chicago Midway International Airport,46,0,5,0,0,0,0,9,3,1,1,2024-06-06,0,0800 - 0900,2024-08-05 10:23:08,18,9,28,18,A398,Main Terminal,52,8,24,14
MDW,Chicago Midway International Airport,57,0,34,0,0,0,0,12,3,2,1,2024-06-06,0,0900 - 1000,2024-08-05 10:23:08,27,14,68,27,A398,Main Terminal,93,6,25,27
MDW,Chicago Midway International Airport,110,0,36,0,0,0,0,10,4,4,2,2024-06-06,9,1000 - 1100,2024-08-05 10:23:08,29,11,107,29,A398,Main Terminal,150,9,43,29
MDW,Chicago Midway International Airport,73,0,0,0,0,0,0,2,5,0,1,2024-06-06,9,1600 - 1700,2024-08-05 10:23:08,6,2,61,6,A398,Main Terminal,73,1,12,5
MDW,Chicago Midway International Airport,130,0,0,0,0,0,0,1,5,4,1,2024-06-06,5,1800 - 1900,2024-08-05 10:23:08,5,2,13,5,A398,Main Terminal,134,1,121,5
MDW,Chicago Midway International Airport,221,0,8,0,0,0,0,5,5,9,2,2024-06-06,7,1900 - 2000,2024-08-05 10:23:08,22,10,46,22,A398,Main Terminal,238,4,192,22
MDW,Chicago Midway International Airport,175,0,18,0,0,0,0,7,4,9,2,2024-06-06,11,2000 - 2100,2024-08-05 10:23:08,20,11,52,20,A398,Main Terminal,202,6,150,20
MDW,Chicago Midway International Airport,0,0,14,32,0,0,0,32,3,1,1,2024-06-06,2,2100 - 2200,2024-08-05 10:23:08,36,32,35,36,A398,Main Terminal,47,30,12,34
MDW,Chicago Midway International Airport,105,0,51,0,0,0,0,11,4,1,2,2024-06-07,0,0900 - 1000,2024-08-05 10:23:08,29,13,108,29,A398,Main Terminal,157,6,49,27
MDW,Chicago Midway International Airport,77,0,49,55,0,0,0,20,4,3,2,2024-06-07,11,1000 - 1100,2024-08-05 10:23:08,45,18,138,45,A398,Main Terminal,184,25,46,45
MDW,Chicago Midway International Airport,76,0,0,0,0,0,0,4,4,2,1,2024-06-07,0,1100 - 1200,2024-08-05 10:23:08,14,5,54,14,A398,Main Terminal,78,2,24,9
MDW,Chicago Midway International Airport,73,0,0,0,0,0,0,1,4,1,1,2024-06-07,11,1600 - 1700,2024-08-05 10:23:08,7,2,68,7,A398,Main Terminal,74,0,6,0
MDW,Chicago Midway International Airport,111,0,0,0,0,0,0,1,4,4,1,2024-06-07,4,1800 - 1900,2024-08-05 10:23:08,7,2,9,6,A398,Main Terminal,115,1,106,7
MDW,Chicago Midway International Airport,185,0,85,33,0,0,0,13,4,4,2,2024-06-07,7,1900 - 2000,2024-08-05 10:23:08,34,23,74,34,A398,Main Terminal,307,10,233,34
MDW,Chicago Midway International Airport,147,0,0,0,0,0,0,5,4,7,1,2024-06-07,9,2000 - 2100,2024-08-05 10:23:08,11,9,4,11,A398,Main Terminal,154,5,150,11
MDW,Chicago Midway International Airport,137,0,32,0,0,0,0,8,4,4,2,2024-06-07,4,2100 - 2200,2024-08-05 10:23:08,28,10,94,28,A398,Main Terminal,173,6,79,28
MDW,Chicago Midway International Airport,61,0,17,0,0,0,0,10,3,3,1,2024-06-08,2,0800 - 0900,2024-08-05 10:23:08,25,12,50,25,A398,Main Terminal,81,6,31,21
MDW,Chicago Midway International Airport,30,0,54,40,3,0,0,24,3,4,1,2024-06-08,1,0900 - 1000,2024-08-05 10:23:08,46,28,94,46,A398,Main Terminal,131,15,37,33
MDW,Chicago Midway International Airport,106,0,75,0,0,0,0,13,4,6,2,2024-06-08,14,1100 - 1200,2024-08-05 10:23:08,28,15,144,28,A398,Main Terminal,187,7,43,24
MDW,Chicago Midway International Airport,142,0,0,0,0,0,0,1,4,0,1,2024-06-08,6,1400 - 1500,2024-08-05 10:23:08,6,2,1,2,A398,Main Terminal,142,1,141,6
MDW,Chicago Midway International Airport,234,0,21,0,0,0,0,5,4,7,2,2024-06-08,15,1600 - 1700,2024-08-05 10:23:08,19,8,83,19,A398,Main Terminal,262,4,179,18
MDW,Chicago Midway International Airport,4,0,151,5,0,0,0,23,4,4,1,2024-06-08,6,1900 - 2000,2024-08-05 10:23:08,31,24,9,31,A398,Main Terminal,164,23,155,31
MDW,Chicago Midway International Airport,239,0,58,0,0,0,0,7,4,5,2,2024-06-08,18,2000 - 2100,2024-08-05 10:23:08,20,8,42,20,A398,Main Terminal,302,7,260,20
MDW,Chicago Midway International Airport,104,0,11,0,0,0,0,8,4,5,1,2024-06-08,0,2200 - 2300,2024-08-05 10:23:08,17,8,42,17,A398,Main Terminal,120,8,78,17
MDW,Chicago Midway International Airport,148,0,52,0,0,0,0,10,4,8,2,2024-06-09,0,0900 - 1000,2024-08-05 10:23:08,25,11,107,25,A398,Main Terminal,208,8,101,25
MDW,Chicago Midway International Airport,74,0,0,0,0,0,0,3,3,1,1,2024-06-09,7,1100 - 1200,2024-08-05 10:23:08,10,3,64,10,A398,Main Terminal,75,1,11,10
MDW,Chicago Midway International Airport,0,0,10,0,0,0,0,23,1,0,1,2024-06-09,0,1500 - 1600,2024-08-05 10:23:08,25,0,0,0,A398,Main Terminal,10,23,10,25
MDW,Chicago Midway International Airport,201,0,0,0,0,0,0,2,5,6,2,2024-06-09,23,1600 - 1700,2024-08-05 10:23:08,8,4,46,8,A398,Main Terminal,207,1,161,7
MDW,Chicago Midway International Airport,150,0,0,0,0,0,0,3,5,0,1,2024-06-09,6,1800 - 1900,2024-08-05 10:23:08,10,4,9,8,A398,Main Terminal,150,3,141,10
MDW,Chicago Midway International Airport,173,0,0,0,0,0,0,5,3,3,1,2024-06-09,18,1900 - 2000,2024-08-05 10:23:08,13,9,5,11,A398,Main Terminal,176,5,171,13
MDW,Chicago Midway International Airport,117,0,137,10,0,0,0,16,4,4,2,2024-06-09,11,2000 - 2100,2024-08-05 10:23:08,34,17,55,34,A398,Main Terminal,268,15,213,34
MDW,Chicago Midway International Airport,4,0,108,60,10,0,0,30,4,7,2,2024-06-09,13,2100 - 2200,2024-08-05 10:23:08,52,33,89,52,A398,Main Terminal,189,27,100,47
MDW,Chicago Midway International Airport,133,0,78,8,0,0,0,13,4,8,3,2024-06-10,18,0900 - 1000,2024-08-05 10:23:08,34,15,147,34,A398,Main Terminal,227,11,80,27
MDW,Chicago Midway International Airport,12,0,72,44,0,0,0,26,4,3,1,2024-06-10,0,1000 - 1100,2024-08-05 10:23:08,38,23,29,34,A398,Main Terminal,131,27,102,38
MDW,Chicago Midway International Airport,0,0,38,37,9,0,0,33,3,3,1,2024-06-10,3,1100 - 1200,2024-08-05 10:23:08,48,36,44,48,A398,Main Terminal,87,30,43,48
MDW,Chicago Midway International Airport,35,0,46,18,0,0,0,20,4,4,1,2024-06-10,3,1200 - 1300,2024-08-05 10:23:08,42,24,57,42,A398,Main Terminal,103,17,46,37
MDW,Chicago Midway International Airport,70,0,0,0,0,0,0,5,4,3,1,2024-06-10,13,1500 - 1600,2024-08-05 10:23:08,9,5,39,9,A398,Main Terminal,73,5,34,9
MDW,Chicago Midway International Airport,172,0,0,0,0,0,0,5,4,1,1,2024-06-10,12,1800 - 1900,2024-08-05 10:23:08,14,6,2,6,A398,Main Terminal,173,5,171,14
MDW,Chicago Midway International Airport,131,0,132,3,0,0,0,14,4,10,2,2024-06-10,15,1900 - 2000,2024-08-05 10:23:08,31,17,53,31,A398,Main Terminal,276,14,223,26
MDW,Chicago Midway International Airport,51,0,120,0,0,0,0,17,4,1,1,2024-06-10,16,2000 - 2100,2024-08-05 10:23:08,24,8,1,8,A398,Main Terminal,172,17,171,24
MDW,Chicago Midway International Airport,44,0,0,0,0,0,0,9,4,2,1,2024-06-10,7,2100 - 2200,2024-08-05 10:23:08,13,9,12,13,A398,Main Terminal,46,9,34,13
MDW,Chicago Midway International Airport,97,0,51,0,0,0,0,12,4,1,2,2024-06-11,11,0900 - 1000,2024-08-05 10:23:08,29,14,91,29,A398,Main Terminal,149,9,58,29
MDW,Chicago Midway International Airport,73,0,0,0,0,0,0,5,4,3,1,2024-06-11,9,1600 - 1700,2024-08-05 10:23:08,11,5,45,11,A398,Main Terminal,76,4,31,10
MDW,Chicago Midway International Airport,157,0,7,0,0,0,0,8,4,9,1,2024-06-11,10,1800 - 1900,2024-08-05 10:23:08,17,14,3,17,A398,Main Terminal,173,8,170,17
MDW,Chicago Midway International Airport,132,0,59,58,6,0,0,18,4,12,2,2024-06-11,2,1900 - 2000,2024-08-05 10:23:08,47,23,86,47,A398,Main Terminal,267,16,181,47
MDW,Chicago Midway International Airport,230,0,85,16,0,0,0,12,3,15,2,2024-06-11,18,2000 - 2100,2024-08-05 10:23:08,33,26,4,33,A398,Main Terminal,346,12,342,33
MDW,Chicago Midway International Airport,68,0,59,40,0,0,0,19,3,6,1,2024-06-11,0,2100 - 2200,2024-08-05 10:23:08,45,26,90,45,A398,Main Terminal,173,12,83,45
MDW,Chicago Midway International Airport,112,0,33,24,0,0,0,13,4,8,2,2024-06-12,2,0900 - 1000,2024-08-05 10:23:16,40,15,111,40,A398,Main Terminal,177,9,66,33
MDW,Chicago Midway International Airport,19,0,34,0,0,0,0,14,3,1,1,2024-06-12,10,1000 - 1100,2024-08-05 10:23:16,27,18,41,27,A398,Main Terminal,54,3,13,16
MDW,Chicago Midway International Airport,62,0,44,0,0,0,0,13,4,3,1,2024-06-12,0,1100 - 1200,2024-08-05 10:23:16,29,15,64,29,A398,Main Terminal,109,10,45,27
MDW,Chicago Midway International Airport,55,0,59,48,5,0,0,22,3,4,2,2024-06-12,3,1600 - 1700,2024-08-05 10:23:16,46,25,85,46,A398,Main Terminal,171,20,86,45
MDW,Chicago Midway International Airport,175,0,0,0,0,0,0,5,3,2,1,2024-06-12,4,1800 - 1900,2024-08-05 10:23:16,14,1,5,3,A398,Main Terminal,177,5,172,14
MDW,Chicago Midway International Airport,35,0,59,50,0,0,0,24,3,4,1,2024-06-12,3,1900 - 2000,2024-08-05 10:23:16,40,24,64,40,A398,Main Terminal,148,24,84,40
MDW,Chicago Midway International Airport,297,0,45,0,0,0,0,8,3,3,2,2024-06-12,33,2000 - 2100,2024-08-05 10:23:16,20,5,2,6,A398,Main Terminal,345,8,343,20
MDW,Chicago Midway International Airport,79,0,68,0,0,0,0,13,3,4,2,2024-06-12,3,2100 - 2200,2024-08-05 10:23:16,30,14,68,30,A398,Main Terminal,151,13,83,29
MDW,Chicago Midway International Airport,125,0,24,0,0,0,0,7,4,5,2,2024-06-13,3,0900 - 1000,2024-08-05 10:23:16,30,10,96,30,A398,Main Terminal,154,4,58,24
MDW,Chicago Midway International Airport,73,0,34,61,26,0,0,25,4,2,2,2024-06-13,8,1000 - 1100,2024-08-05 10:23:16,51,18,103,51,A398,Main Terminal,196,33,93,51
MDW,Chicago Midway International Airport,60,0,0,0,0,0,0,4,5,4,1,2024-06-13,7,1600 - 1700,2024-08-05 10:23:16,9,5,55,9,A398,Main Terminal,64,2,9,5
MDW,Chicago Midway International Airport,143,0,20,0,0,0,0,8,4,9,1,2024-06-13,3,1800 - 1900,2024-08-05 10:23:16,18,11,9,18,A398,Main Terminal,172,8,163,18
MDW,Chicago Midway International Airport,375,0,84,0,0,0,0,9,3,18,3,2024-06-13,18,1900 - 2000,2024-08-05 10:23:16,30,14,58,30,A398,Main Terminal,477,8,419,24
MDW,Chicago Midway International Airport,50,0,83,26,6,0,0,20,3,6,2,2024-06-13,6,2100 - 2200,2024-08-05 10:23:16,47,23,113,47,A398,Main Terminal,171,13,58,45
MDW,Chicago Midway International Airport,120,0,102,23,0,0,0,16,3,6,3,2024-06-14,13,0900 - 1000,2024-08-05 10:23:16,43,17,179,43,A398,Main Terminal,251,12,72,41
MDW,Chicago Midway International Airport,54,0,57,23,0,0,0,18,4,5,1,2024-06-14,0,1000 - 1100,2024-08-05 10:23:16,41,22,45,41,A398,Main Terminal,139,16,94,41
MDW,Chicago Midway International Airport,52,0,40,21,0,0,0,18,4,4,1,2024-06-14,0,1100 - 1200,2024-08-05 10:23:16,34,23,68,34,A398,Main Terminal,117,11,49,33
MDW,Chicago Midway International Airport,73,0,0,0,0,0,0,4,4,1,1,2024-06-14,11,1600 - 1700,2024-08-05 10:23:16,11,5,62,11,A398,Main Terminal,74,1,12,11
MDW,Chicago Midway International Airport,166,0,0,0,0,0,0,3,4,6,1,2024-06-14,14,1800 - 1900,2024-08-05 10:23:16,11,7,3,8,A398,Main Terminal,172,3,169,11
MDW,Chicago Midway International Airport,188,0,102,28,0,0,0,14,4,7,2,2024-06-14,7,1900 - 2000,2024-08-05 10:23:16,38,23,74,38,A398,Main Terminal,325,11,251,38
MDW,Chicago Midway International Airport,170,0,0,0,0,0,0,2,4,5,1,2024-06-14,4,2000 - 2100,2024-08-05 10:23:16,10,2,8,6,A398,Main Terminal,175,2,167,10
MDW,Chicago Midway International Airport,136,0,33,0,0,0,0,7,4,1,2,2024-06-14,4,2100 - 2200,2024-08-05 10:23:16,20,9,89,20,A398,Main Terminal,170,5,81,19
MDW,Chicago Midway International Airport,24,0,44,24,0,0,0,23,4,3,1,2024-06-15,1,0800 - 0900,2024-08-05 10:23:16,40,24,49,39,A398,Main Terminal,95,22,46,40
MDW,Chicago Midway International Airport,47,0,47,30,0,0,0,19,3,4,1,2024-06-15,0,0900 - 1000,2024-08-05 10:23:16,45,23,80,45,A398,Main Terminal,128,13,48,39
MDW,Chicago Midway International Airport,33,0,83,65,12,1,0,27,3,5,2,2024-06-15,1,1100 - 1200,2024-08-05 10:23:16,61,28,106,61,A398,Main Terminal,199,26,93,60
MDW,Chicago Midway International Airport,159,0,10,0,0,0,0,7,3,5,1,2024-06-15,9,1400 - 1500,2024-08-05 10:23:16,17,6,1,6,A398,Main Terminal,174,7,173,17
MDW,Chicago Midway International Airport,115,0,161,50,0,0,0,20,5,1,2,2024-06-15,8,1600 - 1700,2024-08-05 10:23:16,40,25,84,40,A398,Main Terminal,327,18,243,38
MDW,Chicago Midway International Airport,83,0,65,0,0,0,0,14,5,1,1,2024-06-15,0,1800 - 1900,2024-08-05 10:23:16,28,17,63,28,A398,Main Terminal,149,12,86,28
MDW,Chicago Midway International Airport,168,0,0,0,0,0,0,4,4,2,1,2024-06-15,7,2000 - 2100,2024-08-05 10:23:16,11,3,6,8,A398,Main Terminal,170,4,164,11
MDW,Chicago Midway International Airport,68,0,63,0,0,0,0,14,4,5,1,2024-06-15,0,2100 - 2200,2024-08-05 10:23:16,26,15,39,26,A398,Main Terminal,136,14,97,24
MDW,Chicago Midway International Airport,162,0,8,0,0,0,0,8,3,6,1,2024-06-15,6,2300 - 0000,2024-08-05 10:23:16,16,4,2,5,A398,Main Terminal,176,8,174,16
MDW,Chicago Midway International Airport,158,0,81,0,0,0,0,11,4,8,2,2024-06-16,1,0900 - 1000,2024-08-05 10:23:16,29,15,130,29,A398,Main Terminal,247,7,117,27
MDW,Chicago Midway International Airport,63,0,0,0,0,0,0,6,3,4,1,2024-06-16,5,1100 - 1200,2024-08-05 10:23:16,12,7,46,12,A398,Main Terminal,67,2,21,5
MDW,Chicago Midway International Airport,198,0,6,0,0,0,0,5,5,3,2,2024-06-16,21,1600 - 1700,2024-08-05 10:23:16,17,12,33,17,A398,Main Terminal,207,4,174,17
MDW,Chicago Midway International Airport,172,0,0,0,0,0,0,2,5,1,1,2024-06-16,8,1800 - 1900,2024-08-05 10:23:16,9,2,2,2,A398,Main Terminal,173,2,171,9
MDW,Chicago Midway International Airport,201,0,117,0,0,0,0,11,5,5,2,2024-06-16,19,1900 - 2000,2024-08-05 10:23:16,25,7,47,22,A398,Main Terminal,323,12,276,25
MDW,Chicago Midway International Airport,142,0,0,0,0,0,0,1,5,2,1,2024-06-16,11,2000 - 2100,2024-08-05 10:23:16,8,0,0,0,A398,Main Terminal,144,1,144,8
MDW,Chicago Midway International Airport,109,0,85,0,0,0,0,13,5,5,2,2024-06-16,6,2100 - 2200,2024-08-05 10:23:16,29,17,90,29,A398,Main Terminal,199,10,109,29
MDW,Chicago Midway International Airport,152,0,61,13,0,0,0,11,4,8,2,2024-06-17,1,0900 - 1000,2024-08-05 10:23:16,36,15,107,36,A398,Main Terminal,234,8,127,30
MDW,Chicago Midway International Airport,45,0,103,44,0,0,0,21,4,1,2,2024-06-17,8,1000 - 1100,2024-08-05 10:23:16,37,19,87,37,A398,Main Terminal,193,23,106,37
MDW,Chicago Midway International Airport,73,0,37,0,0,0,0,12,4,7,1,2024-06-17,0,1100 - 1200,2024-08-05 10:23:16,30,13,47,30,A398,Main Terminal,117,11,70,28
MDW,Chicago Midway International Airport,56,0,74,3,0,0,0,16,5,8,1,2024-06-17,2,1200 - 1300,2024-08-05 10:23:16,31,16,49,31,A398,Main Terminal,141,16,92,29
MDW,Chicago Midway International Airport,55,0,0,0,0,0,0,5,5,2,1,2024-06-17,8,1600 - 1700,2024-08-05 10:23:16,8,5,33,8,A398,Main Terminal,57,6,24,8
MDW,Chicago Midway International Airport,173,0,0,0,0,0,0,6,5,2,1,2024-06-17,13,1800 - 1900,2024-08-05 10:23:16,15,5,8,14,A398,Main Terminal,175,6,167,15
MDW,Chicago Midway International Airport,291,0,15,0,0,0,0,6,5,12,2,2024-06-17,15,1900 - 2000,2024-08-05 10:23:16,18,7,64,16,A398,Main Terminal,318,6,254,18
MDW,Chicago Midway International Airport,166,0,0,0,0,0,0,5,5,7,1,2024-06-17,7,2000 - 2100,2024-08-05 10:23:16,12,0,0,0,A398,Main Terminal,173,5,173,12
MDW,Chicago Midway International Airport,132,0,21,0,0,0,0,7,5,3,2,2024-06-17,7,2100 - 2200,2024-08-05 10:23:16,22,9,50,22,A398,Main Terminal,156,7,106,22
MDW,Chicago Midway International Airport,67,0,58,0,0,0,0,14,4,5,1,2024-06-18,1,0900 - 1000,2024-08-05 10:23:16,27,14,52,27,A398,Main Terminal,130,14,78,27
MDW,Chicago Midway International Airport,41,0,0,0,0,0,0,3,4,0,1,2024-06-18,5,1000 - 1100,2024-08-05 10:23:16,7,3,28,7,A398,Main Terminal,41,2,13,7
MDW,Chicago Midway International Airport,65,0,0,0,0,0,0,0,5,2,1,2024-06-18,6,1600 - 1700,2024-08-05 10:23:16,3,0,38,3,A398,Main Terminal,67,0,29,3
MDW,Chicago Midway International Airport,151,0,17,0,0,0,0,8,4,7,1,2024-06-18,12,1800 - 1900,2024-08-05 10:23:16,17,8,10,17,A398,Main Terminal,175,8,165,17
MDW,Chicago Midway International Airport,353,0,60,0,0,0,0,10,4,23,3,2024-06-18,9,1900 - 2000,2024-08-05 10:23:16,23,12,106,23,A398,Main Terminal,436,9,330,23
MDW,Chicago Midway International Airport,169,0,0,0,0,0,0,6,4,6,1,2024-06-18,15,2000 - 2100,2024-08-05 10:23:16,13,4,4,10,A398,Main Terminal,175,6,171,13
MDW,Chicago Midway International Airport,65,0,61,0,0,0,0,13,4,4,1,2024-06-18,0,2100 - 2200,2024-08-05 10:23:16,29,17,41,29,A398,Main Terminal,130,12,89,28
MDW,Chicago Midway International Airport,51,0,0,0,0,0,0,5,3,0,1,2024-06-19,0,0800 - 0900,2024-08-05 10:23:25,13,7,34,13,A398,Main Terminal,51,2,17,13
MDW,Chicago Midway International Airport,84,0,61,15,0,0,0,16,3,4,2,2024-06-19,12,0900 - 1000,2024-08-05 10:23:25,34,15,103,33,A398,Main Terminal,164,17,61,34
MDW,Chicago Midway International Airport,80,0,47,0,0,0,0,12,4,3,1,2024-06-19,3,1100 - 1200,2024-08-05 10:23:25,24,14,75,24,A398,Main Terminal,130,8,55,24
MDW,Chicago Midway International Airport,67,0,75,0,0,0,0,14,4,8,1,2024-06-19,0,1600 - 1700,2024-08-05 10:23:25,28,18,72,28,A398,Main Terminal,150,12,78,28
MDW,Chicago Midway International Airport,51,0,0,0,0,0,0,4,4,4,1,2024-06-19,5,1700 - 1800,2024-08-05 10:23:25,11,4,36,11,A398,Main Terminal,55,4,19,11
