,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,87484.08680730316,83458.80503260392,79433.5204460334,75408.21916161467,71382.81657361519,67356.74584986334,63324.47758134876,57591.41461048232,51858.35165732633,46125.289120638736,40392.21389438918,34659.21907558503,28928.902818450708,24146.181352276995,19363.427994593134,14580.943782045273,9796.24820392502,5027.662898565861,0.0
1,87517.13274647105,83491.85132123982,79466.56880667497,75441.27999551145,71415.95727192808,67390.54186487688,63369.82732492912,57636.76435460745,51903.70135927021,46170.63935881587,40437.56860747257,34704.32638664596,28977.344011294164,24194.624837454394,19411.853393564532,14629.487358688973,9844.651864942563,5061.609030577293,300.0
2,87550.48554975996,83525.2045102535,79499.92428217716,75474.649220107,71449.41416666379,67424.70558673234,63415.87153398509,57682.808564335006,51949.74552441574,46216.6840600283,40483.61855536529,34750.11605117103,29026.56136307967,24243.844556697786,19461.05450423525,14678.808253001896,9893.891538373142,5096.055470342566,600.0
3,87584.16842642079,83558.8878116629,79533.61010086238,75508.35015844615,71483.21110927359,67459.26265052363,63462.619018237085,57729.556049389605,51996.49296250606,46263.432032360666,40530.372568173894,34796.59708008678,29076.557878631742,24293.843509153725,19511.034372740127,14728.909149010171,9943.972896006424,5131.056241703599,900.0
4,87618.20545529376,83592.9253071578,79567.6503611998,75542.40700614004,71517.37282989755,67494.23934566067,63510.07730344013,57777.014335529704,52043.951199333824,46310.89079992541,40577.83818739029,34843.77728116492,29127.334831769203,24344.622962239817,19561.7943186213,14779.790985291946,9994.899435770141,5166.669900815011,1200.0
5,87652.62152194888,83627.34188522497,79602.06996884178,75576.84476783907,71551.92486979887,67529.66250886253,63558.252588995216,57825.18962215898,52092.126434353035,46359.066560488485,40626.021623103436,34891.66321847569,29178.891765323304,24396.182451691257,19613.33393460817,14831.45295761566,10046.672432835712,5202.959750636749,1500.0
6,87687.44224465944,83662.16316710394,79636.8945624748,75611.68918243174,71586.89350203983,67565.5594047478,63607.14971336685,57874.08674774358,52141.02350609692,46407.96415090142,40674.92771905514,34940.260178846365,29231.22650354718,24448.5197940085,19665.65109872444,14883.892534224971,10099.290907239612,5239.994045160886,1800.0
7,87722.69388914357,83697.41542150891,79672.15042842201,75646.9666369053,71622.3056403384,67601.95759453755,63656.77212766299,57923.70916339226,52190.64586575805,46457.587020696585,40724.559925903544,34989.57214562081,29284.335176681092,24501.631111071274,19718.741998488018,14937.105483506719,10152.751608749297,5277.846180343813,2100.0
8,87758.40327215104,83733.125468192,79707.86440407022,75682.70406893996,71658.18873619392,67638.88479360272,63707.12187765004,57974.05891487121,52240.9955592035,46507.937214117075,40774.92028297337,35039.60177994124,29338.212257278665,24555.510866523353,19772.60116681066,14991.085913612775,10207.049019510116,5316.594868549542,2400.0
9,87794.59765411542,83769.3205705705,79744.06377034602,75718.9288584622,71694.57066452893,67676.3687188039,63758.19959438484,58025.13663323597,52292.07321760648,46559.01536076377,40826.009408682046,35090.35040969415,29392.850607744967,24610.151913379083,19827.221529051545,15045.826323448173,10262.175374803337,5356.324293160495,2700.0
