,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,94952.883672344,90253.8526592197,85554.82178195687,80855.79067028548,76156.73962835362,71457.70879593112,66761.58512843389,60558.738308127875,54355.89131476617,48153.039556161086,41950.21009900353,35748.920209056894,29556.469913445566,24674.66246361569,19794.575087051886,14908.48023354453,10045.12148210243,5109.791241014797,0.0
1,94980.67190885922,90281.64089060834,85582.6099817153,80883.57959386107,76184.53365892275,71485.40097405083,66788.42645095153,60585.57963066602,54382.73281733066,48179.8819313375,41977.008366790535,35775.08952917851,29589.54003838363,24707.68881918513,19827.75902739104,14941.104149167915,10079.879373818125,5137.178513798222,200.0
2,95008.97720886908,90309.94618559131,85610.9152410297,80911.88555965846,76212.84530716788,71513.61369158309,66815.71866489286,60612.87184406355,54410.02521011347,48207.175343699906,42004.259081753225,35801.68912917115,29623.04554235148,24741.152188958084,19861.37429555168,14974.180831800537,10115.028601733187,5165.7443575881025,400.0
3,95037.79922833639,90338.76820015341,85639.73721584392,80940.70822041189,76241.67422954382,71542.34708015571,66843.46361273927,60640.61679078451,54437.77033509557,48234.9216376792,42031.96424917182,35828.72203223313,29656.977092311787,24775.043343739566,19895.41126688819,15007.7018954326,10150.554486559351,5195.574486639437,600.0
4,95067.13633346102,90368.10530051582,85669.07427237157,80970.04593922419,76271.0187880611,71571.59995976236,66871.66229475275,60668.81547107698,54465.969192042976,48263.12181457232,42060.12502347901,35856.19056201519,29691.324749587595,24809.352434737273,19929.85974591673,15041.658202507204,10186.442108171232,5226.757975595677,800.0
5,95096.98561257735,90397.95457503344,85698.92349899573,80999.89580150394,76300.87606195906,71601.3698447755,66900.31486303802,60697.46803703554,54494.62193257283,48291.776026554675,42088.74170070943,35884.096332051,29726.078020242156,24844.069043041083,19964.70901937181,15076.03990689857,10215.063824175642,5259.387098995777,1000.0
6,95127.34289837508,90428.31185641563,85729.28072849104,81030.25363722416,76331.24186975538,71631.65296039962,66929.42062058682,60726.573791645875,54523.72785920191,48320.883575682725,42117.813715986944,35912.44023859262,29761.225906278854,24879.18223010091,19999.947909641633,15110.836499571595,10233.182530865508,5293.557137291719,1200.0
7,95158.20280024732,90459.17175407379,85760.14057037243,81061.11405330773,76362.11080148352,71662.44426946573,66958.97802533602,60756.13119284292,54553.28542940863,48350.44291791964,42147.33964610262,35941.222456881165,29796.756957238966,24914.680588794898,20035.564828117153,15146.036856612269,10251.562402714646,5329.366148704134,1400.0
8,95189.55874643014,90490.52769626076,85791.49645303555,81092.47047580175,76393.47626078705,71693.73750932988,66988.98469910123,60786.137862434836,54583.29226449778,48380.45167216634,42177.31721718742,35970.442440854575,29829.635919214015,24949.314096541533,20064.004314601392,15181.62928932244,10270.21856292129,5366.914706583365,1600.0
9,95221.40303546052,90522.37198152875,85823.34067521448,81124.31520136859,76425.33051640325,71725.52523850203,67019.43741542255,60816.590573976835,54613.74513764969,48410.906609830476,42207.74331743051,36000.09892626558,29848.01512033431,24967.671463168754,20082.436108715883,15215.520000276023,10289.166329450469,5406.305602311572,1800.0
