,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,80480.32872844438,75452.62594230499,70424.92356113573,65397.22368798869,60369.53919243115,55341.94219259077,50314.45680585562,45818.26503196465,41322.0443941532,36825.898166316954,32329.491959040795,27835.210778776658,23318.064834576286,19462.488056942064,15607.493795607385,11750.464154840123,7900.478934765376,4030.842756362213,0.0
1,80513.33379634857,75485.6309652362,70457.92830538136,65430.22671632646,60402.532140570984,55374.89892759225,50363.67598279828,45867.45804808331,41371.30389721907,36874.9436320792,32380.07766590735,27867.30539310107,23370.55628092545,19514.95249629868,15660.053403780554,11802.66957964414,7954.839015597742,4065.628965923125,300.0
2,80546.6118472032,75518.90896696213,70491.20600264965,65463.50253806447,60435.796903140734,55408.12150617073,50395.568608386886,45899.350950672524,41403.19600293372,36906.840112631086,32411.918758650027,27899.616874757347,23423.886150259885,19568.255527899626,15713.451075700856,11855.712687506591,8010.135023824783,4101.071468398483,600.0
3,80580.18154431494,75552.47861050998,70524.77531423134,65497.06980362624,60469.35205897664,55441.627850284385,50427.659429446336,45931.44207027552,41435.286265956005,36938.93504019423,32443.95472657554,27932.16260460089,23478.04786078124,19622.39068548828,15767.67993888794,11909.588053594274,8066.354027892127,4137.246135801425,900.0
4,80614.06218886888,75586.35919677882,70558.65553924753,65530.947800992464,60503.21682207467,55475.43647715371,50459.96474821621,45963.74770998823,41467.590987348514,36971.24471972519,32476.201852455833,27964.96076288397,23533.032897682693,19677.34956973839,15822.731187284724,11964.28834478545,8123.479938531665,4174.235495392579,1200.0
5,80648.27367940104,75620.57062401298,70592.86657413159,65565.15641523301,60537.41100139277,55509.56646039073,50492.50168609564,45996.28499200598,41500.12728748796,37003.78627359001,32508.67726528876,27998.030301871517,23588.83089758307,19733.12193137491,15878.59416897382,12019.804392006396,8181.4936225420515,4212.129022036683,1500.0
6,80682.83646461506,75655.13334062089,70627.42886545695,65599.71608139263,60571.95495405715,55544.03738510933,50525.28816863395,46029.071842602614,41532.91309107967,37036.57762636877,32541.39892828144,28031.3909106161,23645.42974450705,19789.695765811113,15935.256485524615,12076.125273466925,8220.573114630524,4251.02340411787,1800.0
7,80717.77148949557,75690.06829128985,70662.36335606297,65634.64773068194,60606.869531926175,55578.869297011246,50558.34290366347,46062.126970250094,41565.96710531376,37069.63748280765,32574.385619920202,28065.062971656847,23684.776009613353,19829.75813832092,15972.809667333608,12122.579130759379,8251.964451688647,4291.022776884023,2100.0
8,80753.10013473689,75725.39685641676,70697.69142449714,65669.9727299927,60642.1760215325,55614.082645504575,50591.68535225076,46095.46983655774,41599.30879083969,37102.98529859999,32607.65690775321,28099.06750949442,23716.446390149835,19861.42520396127,16004.488180196668,12154.221750757839,8283.528571190884,4332.238916849381,2400.0
9,80788.84414957698,75761.14078494404,70733.43481786428,65705.71281482777,60677.89607749515,55649.69822097697,50625.335692204855,46129.12061976741,41632.95832529737,37136.64124373708,32641.23311456887,28133.42613078824,23748.310907333853,19893.286015553538,16036.361795359728,12186.055036310852,8315.28295988181,4374.7913907330785,2700.0
