,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,160303.82176811327,154652.64026151845,149001.4587431423,143350.27688865675,137699.0906279752,132047.92037912406,126398.93211102881,111952.62639028295,97506.36182953663,83060.39054016124,68616.16243657761,54179.85289000392,39966.062812458484,33386.26973049161,26806.51718313249,20227.033665579642,13649.240597450615,7077.988697792005,0.0
1,160345.19418490594,154694.01267868464,149042.83117541016,143391.64958214303,137740.46433291014,132089.21513643762,126437.75420019787,111991.44694993489,97545.17256189138,83099.14565020066,68654.68252728824,54217.67799976206,40001.92455495317,33422.12843721753,26842.35557298498,20262.74262474844,13684.193042156832,7108.62459897637,300.0
2,160387.1964663691,154736.01496049852,149084.8334722443,143433.652147227,137782.4681346829,132131.1432361204,126477.33537537632,112031.02662491654,97584.74240540878,83138.65908408994,68693.94004461361,54256.16665866029,40038.18135322204,33458.382033295,26878.587719084426,20298.837906754576,13719.486246646993,7139.359386819642,600.0
3,160429.84490823024,154778.66340268412,149127.48192929837,143476.3008790441,137825.11834290717,132173.72162561407,126517.685481183,112071.37526790702,97625.08125348008,83178.94091637997,68733.94859785619,54295.3301532698,40074.85091501793,33495.0482234049,26915.23130309456,20335.337018754588,13755.136385626489,7170.204735441253,900.0
4,160473.15487868185,154821.97337343037,149170.79191468822,143519.61114513536,137868.43033900176,132216.96633598953,126558.81313639856,112112.50150587395,97666.19777489422,83220.00000467869,68774.72093431366,54335.17912521881,40111.9510210103,33532.14478563807,26952.304083276093,20372.257563414685,13791.159818746539,7201.173505209564,1200.0
5,160517.14072921462,154865.95922422464,149214.7777798264,143563.59729628364,137912.41848685237,132260.89238704668,126600.72578085343,112154.41278643382,97708.09945855926,83261.84402947046,68816.26890591023,54375.72354454999,40149.499465374065,33569.68951212884,26989.823835431285,20409.61718195024,13827.573046603076,7232.279838130987,1500.0
6,160561.815709555,154910.63420478965,149259.4527743598,143608.27258145373,137957.09604757218,132305.51369605196,126643.42965508641,112197.11535738951,97750.79259257393,83304.47947144233,68858.60281743822,54416.97268299553,40187.51399355093,33607.700146867566,27027.808291018308,20447.433494302608,13864.392664025178,7263.539257825115,1800.0
7,160607.1918875587,154956.01038297813,149304.82896606467,143653.64906769112,138002.47509921933,132350.84299102228,126686.92978593177,112240.61425220026,97794.28224920854,83347.9115946419,68901.72892661017,54458.93508072849,40226.01223744487,33646.19432094549,27066.27507274062,20485.724036733925,13901.635310825723,7294.968773933455,2100.0
8,160653.28007488663,155002.09857044747,149350.91716652227,143699.7375658015,138048.56646229743,132396.89172943996,126731.22997813264,112284.91328148294,97838.5722758966,83392.14443557897,68945.65226235894,54501.61853942946,40265.01164856744,33685.18948570642,27105.241627953576,20524.506197157047,13939.317620214952,7326.586990751266,2400.0
9,160700.08975924915,155048.90825490514,149397.7268633647,143746.54756260084,138095.3796318275,132443.67002326,126776.332812032,112330.01503059824,97883.66529229308,83437.18079833878,68990.37661338782,54545.03010638642,40304.52942935112,33724.70284411113,27144.72516025392,20563.797148552585,13977.456165104642,7358.414219813317,2700.0
